time,device_id,x_pos,y_pos,velocity
2013-08-03T17:11:04.818376,charles,110,87,1.802776
2013-08-03T17:11:04.839798,charles,111.5,86,1.802776
2013-08-03T17:11:04.851459,charles,113.5,85,2.236068
2013-08-03T17:11:04.869144,charles,115.5,84.5,2.061553
2013-08-03T17:11:04.885333,charles,117.5,84.5,2
2013-08-03T17:11:04.904026,charles,119,84.5,1.5
2013-08-03T17:11:04.918181,charles,121,84.5,2
2013-08-03T17:11:04.936290,charles,122,84.5,1
2013-08-03T17:11:04.956735,charles,124,84.5,2
2013-08-03T17:11:04.970603,charles,125.5,84.5,1.5
2013-08-03T17:11:04.987883,charles,126.5,84.5,1
2013-08-03T17:11:05.002358,charles,127.5,84.5,1
2013-08-03T17:11:05.017970,charles,128.5,86,1.802776
2013-08-03T17:11:05.035112,charles,130,87,1.802776
2013-08-03T17:11:05.052695,charles,131,89,2.236068
2013-08-03T17:11:05.074796,charles,132.5,89.5,1.581139
2013-08-03T17:11:05.087953,charles,133.5,91,1.802776
2013-08-03T17:11:05.101327,charles,134.5,93,2.236068
2013-08-03T17:11:05.121298,charles,135.5,94,1.414214
2013-08-03T17:11:05.139053,charles,136,96,2.061553
2013-08-03T17:11:05.151608,charles,137,97.5,1.802776
2013-08-03T17:11:05.176050,charles,138,99.5,2.236068
2013-08-03T17:11:05.187779,charles,138,101.5,2
2013-08-03T17:11:05.202667,charles,139,104,2.692582
2013-08-03T17:11:05.218321,charles,140,106,2.236068
2013-08-03T17:11:05.235063,charles,140.5,109,3.041381
2013-08-03T17:11:05.256265,charles,140.5,112,3
2013-08-03T17:11:05.276081,charles,141,114.5,2.54951
2013-08-03T17:11:05.285050,charles,141,116.5,2
2013-08-03T17:11:05.304315,charles,141.5,119,2.54951
2013-08-03T17:11:05.318296,charles,141.5,121,2
2013-08-03T17:11:05.334927,charles,141.5,123.5,2.5
2013-08-03T17:11:05.351758,charles,141.5,125.5,2
2013-08-03T17:11:05.373329,charles,141.5,128,2.5
2013-08-03T17:11:05.385581,charles,141.5,131,3
2013-08-03T17:11:05.402894,charles,141,134.5,3.535534
2013-08-03T17:11:05.419979,charles,140.5,137.5,3.041381
2013-08-03T17:11:05.435894,charles,139,139.5,2.5
2013-08-03T17:11:05.451745,charles,137,142.5,3.605551
2013-08-03T17:11:05.467442,charles,135,145,3.201562
2013-08-03T17:11:05.492466,charles,133,147,2.828427
2013-08-03T17:11:05.501025,charles,130.5,148.5,2.915476
2013-08-03T17:11:05.518606,charles,128.5,150,2.5
2013-08-03T17:11:05.536445,charles,126,151,2.692582
2013-08-03T17:11:05.552799,charles,123.5,151.5,2.54951
2013-08-03T17:11:05.572732,charles,121,152,2.54951
2013-08-03T17:11:05.597659,charles,118.5,152,2.5
2013-08-03T17:11:05.606515,charles,116,152,2.5
2013-08-03T17:11:05.617962,charles,114.5,152,1.5
2013-08-03T17:11:05.640019,charles,113.5,152,1
2013-08-03T17:11:05.653672,charles,112,152,1.5
2013-08-03T17:11:05.669843,charles,111,152,1
2013-08-03T17:11:05.688982,charles,110.5,152,0.5
2013-08-03T17:11:05.701524,charles,109,151,1.802776
2013-08-03T17:11:05.722492,charles,109,150,1
2013-08-03T17:11:05.743617,charles,107.5,149,1.802776
2013-08-03T17:11:05.751530,charles,107.5,147.5,1.5
2013-08-03T17:11:05.767904,charles,107,147,0.7071068
2013-08-03T17:11:05.786475,charles,106.5,145,2.061553
2013-08-03T17:11:05.801378,charles,106.5,144,1
2013-08-03T17:11:05.819044,charles,106.5,142,2
2013-08-03T17:11:05.838328,charles,106,140,2.061553
2013-08-03T17:11:05.850927,charles,106,138,2
2013-08-03T17:11:05.868526,charles,106,136,2
2013-08-03T17:11:05.884396,charles,106,134,2
2013-08-03T17:11:05.901591,charles,106,132.5,1.5
2013-08-03T17:11:05.918713,charles,106,130.5,2
2013-08-03T17:11:05.934954,charles,106.5,129,1.581139
2013-08-03T17:11:05.955721,charles,107.5,126.5,2.692582
2013-08-03T17:11:05.967905,charles,109,124.5,2.5
2013-08-03T17:11:05.985389,charles,111,122.5,2.828427
2013-08-03T17:11:06.001730,charles,113.5,120.5,3.201562
2013-08-03T17:11:06.023473,charles,115,118.5,2.5
2013-08-03T17:11:06.034749,charles,117,117.5,2.236068
2013-08-03T17:11:06.051068,charles,119.5,116,2.915476
2013-08-03T17:11:06.069369,charles,121,115,1.802776
2013-08-03T17:11:06.087423,charles,123.5,113.5,2.915476
2013-08-03T17:11:06.101925,charles,125.5,113.5,2
2013-08-03T17:11:06.116727,charles,127.5,113,2.061553
2013-08-03T17:11:06.139997,charles,129,113,1.5
2013-08-03T17:11:06.152463,charles,130.5,113,1.5
2013-08-03T17:11:06.181315,charles,133,113,2.5
2013-08-03T17:11:06.189367,charles,134.5,113,1.5
2013-08-03T17:11:06.203046,charles,136,113,1.5
2013-08-03T17:11:06.220046,charles,138,113,2
2013-08-03T17:11:06.236680,charles,138.5,113.5,0.7071068
2013-08-03T17:11:06.256689,charles,140.5,113.5,2
2013-08-03T17:11:06.277375,charles,142,115,2.12132
2013-08-03T17:11:06.286751,charles,143,116,1.414214
2013-08-03T17:11:06.302885,charles,144,117.5,1.802776
2013-08-03T17:11:06.322199,charles,145.5,119.5,2.5
2013-08-03T17:11:06.334836,charles,147,121,2.12132
2013-08-03T17:11:06.351400,charles,148.5,122.5,2.12132
2013-08-03T17:11:06.372419,charles,150,125,2.915476
2013-08-03T17:11:06.386791,charles,151.5,127.5,2.915476
2013-08-03T17:11:06.404049,charles,152.5,130,2.692582
2013-08-03T17:11:06.418867,charles,154.5,133,3.605551
2013-08-03T17:11:06.435374,charles,155,135.5,2.54951
2013-08-03T17:11:06.451075,charles,157.5,141,6.041523
2013-08-03T17:11:06.468719,charles,160,145,4.71699
2013-08-03T17:11:06.489643,charles,162.5,149,4.71699
2013-08-03T17:11:06.500368,charles,165,155,6.5
2013-08-03T17:11:06.518150,charles,166.5,159.5,4.743416
2013-08-03T17:11:06.533558,charles,167.5,164.5,5.09902
2013-08-03T17:11:06.551217,charles,169,168.5,4.272002
2013-08-03T17:11:06.568637,charles,169,172,3.5
2013-08-03T17:11:06.585230,charles,169,174.5,2.5
2013-08-03T17:11:06.604104,charles,169,177,2.5
2013-08-03T17:11:06.619362,charles,169,179,2
2013-08-03T17:11:06.634430,charles,167.5,183,4.272002
2013-08-03T17:11:06.652716,charles,165.5,187,4.472136
2013-08-03T17:11:06.669206,charles,164,190,3.354102
2013-08-03T17:11:06.687567,charles,160.5,195,6.103278
2013-08-03T17:11:06.700912,charles,155.5,199,6.403124
2013-08-03T17:11:06.720233,charles,151.5,203.5,6.020797
2013-08-03T17:11:06.736132,charles,146,207.5,6.800735
2013-08-03T17:11:06.754813,charles,142.5,210,4.301163
2013-08-03T17:11:06.779495,charles,138.5,212.5,4.71699
2013-08-03T17:11:06.790309,charles,135,214.5,4.031129
