"time","uid","gid","mode","x","y"
84.390605336,1,1,1,0.900390625,0.263020833333,
84.413620755,1,1,1,0.90087890625,0.263020833333,
84.426899691,1,1,1,0.9013671875,0.263020833333,
84.443171198,1,1,1,0.90185546875,0.262369791667,
84.460223303,1,1,1,0.90234375,0.262369791667,
84.481304256,1,1,1,0.9033203125,0.26171875,
84.49293525,1,1,1,0.90380859375,0.26171875,
84.507965735,1,1,1,0.904296875,0.26171875,
84.52866541,1,1,1,0.9052734375,0.261067708333,
84.543435744,1,1,1,0.90625,0.260416666667,
84.560290075,1,1,1,0.90673828125,0.259765625,
84.576834506,1,1,1,0.90771484375,0.259114583333,
84.597863262,1,1,1,0.908203125,0.258463541667,
84.610138241,1,1,1,0.90869140625,0.258463541667,
84.626914234,1,1,1,0.9091796875,0.258463541667,
84.646444085,1,1,1,0.91015625,0.258463541667,
84.660723979,1,1,1,0.91064453125,0.2578125,
84.67745733,1,1,1,0.9111328125,0.2578125,
84.692745489,1,1,1,0.91162109375,0.257161458333,
84.71418562,1,1,1,0.91259765625,0.256510416667,
84.72677796,1,1,1,0.91357421875,0.255859375,
84.761650605,1,1,1,0.91455078125,0.255208333333,
84.776372737,1,1,1,0.91552734375,0.255208333333,
84.795396748,1,1,1,0.91552734375,0.254557291667,
84.80885139,1,1,1,0.91650390625,0.254557291667,
84.830701404,1,1,1,0.91748046875,0.25390625,
84.855793824,1,1,1,0.91796875,0.25390625,
84.858925676,1,1,1,0.91796875,0.253255208333,
84.878257957,1,1,1,0.9189453125,0.253255208333,
84.894120295,1,1,1,0.919921875,0.252604166667,
84.910900703,1,1,1,0.92041015625,0.252604166667,
84.924462355,1,1,1,0.9208984375,0.252604166667,
84.946383865,1,1,1,0.92138671875,0.252604166667,
84.960540258,1,1,1,0.92236328125,0.252604166667,
84.976896135,1,1,1,0.9228515625,0.251953125,
84.994601765,1,1,1,0.92333984375,0.251953125,
85.015082035,1,1,1,0.923828125,0.251953125,
85.02652452,1,1,1,0.9248046875,0.251953125,
85.043060385,1,1,1,0.92529296875,0.251953125,
85.064453006,1,1,1,0.92578125,0.251953125,
85.076152383,1,1,1,0.92626953125,0.251953125,
85.093184515,1,1,1,0.9267578125,0.251953125,
85.110291245,1,1,1,0.92724609375,0.251953125,
85.12664286,1,1,1,0.927734375,0.251953125,
85.158400865,1,1,1,0.92822265625,0.251953125,
85.179990403,1,1,1,0.9287109375,0.251953125,
85.210492856,1,1,1,0.9296875,0.251953125,
85.24689965,1,1,1,0.93017578125,0.251953125,
85.261107237,1,1,1,0.9306640625,0.251953125,
85.27369923,1,1,1,0.931640625,0.251953125,
85.295884055,1,1,1,0.93212890625,0.251953125,
85.325622561,1,1,1,0.9326171875,0.251953125,
85.343912553,1,1,1,0.93359375,0.251953125,
85.364626057,1,1,1,0.93408203125,0.251953125,
85.376657875,1,1,1,0.9345703125,0.251953125,
85.411015711,1,1,1,0.935546875,0.251953125,
85.42634181,1,1,1,0.93603515625,0.251953125,
85.44313872,1,1,1,0.9365234375,0.251953125,
85.460417155,1,1,1,0.93701171875,0.251953125,
85.492196842,1,1,1,0.9375,0.251953125,
85.512127195,1,1,1,0.93798828125,0.251953125,
85.528380893,1,1,1,0.9384765625,0.251953125,
85.543815893,1,1,1,0.93896484375,0.251953125,
85.561639665,1,1,1,0.939453125,0.251953125,
85.59811639,1,1,1,0.939453125,0.252604166667,
85.627735082,1,1,1,0.939453125,0.253255208333,
85.644700515,1,1,1,0.93994140625,0.253255208333,
85.666093947,1,1,1,0.9404296875,0.254557291667,
85.676766145,1,1,1,0.9404296875,0.255208333333,
85.691817965,1,1,1,0.94140625,0.255208333333,
85.713108005,1,1,1,0.94189453125,0.255859375,
85.726746199,1,1,1,0.94189453125,0.256510416667,
85.742280594,1,1,1,0.9423828125,0.257161458333,
85.76086373,1,1,1,0.943359375,0.258463541667,
85.781652103,1,1,1,0.94384765625,0.258463541667,
85.793166838,1,1,1,0.9443359375,0.259114583333,
85.808740499,1,1,1,0.94482421875,0.260416666667,
85.828780133,1,1,1,0.9453125,0.26171875,
85.843546784,1,1,1,0.9462890625,0.262369791667,
85.859950344,1,1,1,0.94677734375,0.263671875,
85.877674034,1,1,1,0.947265625,0.264322916667,
85.898751564,1,1,1,0.94775390625,0.265625,
85.909667604,1,1,1,0.9482421875,0.266276041667,
85.926645116,1,1,1,0.94873046875,0.267578125,
85.946946263,1,1,1,0.94873046875,0.268229166667,
85.96075776,1,1,1,0.94921875,0.26953125,
85.976224809,1,1,1,0.94970703125,0.270833333333,
85.99267751,1,1,1,0.9501953125,0.271484375,
86.014550129,1,1,1,0.95068359375,0.272786458333,
86.026190434,1,1,1,0.95068359375,0.274739583333,
86.040735743,1,1,1,0.951171875,0.275390625,
86.062503055,1,1,1,0.951171875,0.27734375,
86.07590393,1,1,1,0.951171875,0.277994791667,
86.092509624,1,1,1,0.95166015625,0.279296875,
86.109166613,1,1,1,0.95166015625,0.280598958333,
86.130159355,1,1,1,0.9521484375,0.281901041667,
86.143607074,1,1,1,0.9521484375,0.283203125,
86.159808631,1,1,1,0.9521484375,0.284505208333,
86.1785609,1,1,1,0.9521484375,0.286458333333,
86.193482804,1,1,1,0.9521484375,0.287760416667,
86.208742729,1,1,1,0.9521484375,0.2890625,
86.225540389,1,1,1,0.9521484375,0.291015625,
86.247257714,1,1,1,0.9521484375,0.29296875,
86.260512149,1,1,1,0.9521484375,0.294270833333,
86.276547751,1,1,1,0.95166015625,0.296223958333,
86.294889529,1,1,1,0.951171875,0.298828125,
86.310600379,1,1,1,0.9501953125,0.30078125,
86.326230999,1,1,1,0.94873046875,0.303385416667,
86.342603521,1,1,1,0.94677734375,0.305989583333,
86.364331331,1,1,1,0.94482421875,0.30859375,
86.375478291,1,1,1,0.94189453125,0.310546875,
86.393624068,1,1,1,0.939453125,0.3125,
86.411171696,1,1,1,0.93701171875,0.315104166667,
86.427502109,1,1,1,0.93408203125,0.31640625,
86.443768861,1,1,1,0.931640625,0.317708333333,
86.458563859,1,1,1,0.92919921875,0.319010416667,
86.480419366,1,1,1,0.9267578125,0.319010416667,
86.493251314,1,1,1,0.92529296875,0.319661458333,
86.509420455,1,1,1,0.9228515625,0.3203125,
86.526916431,1,1,1,0.92138671875,0.3203125,
86.5437925,1,1,1,0.92041015625,0.320963541667,
86.561051064,1,1,1,0.91845703125,0.320963541667,
86.573788692,1,1,1,0.91748046875,0.321614583333,
86.595624542,1,1,1,0.916015625,0.321614583333,
86.6102525,1,1,1,0.9150390625,0.321614583333,
86.626024652,1,1,1,0.9140625,0.321614583333,
86.643708199,1,1,1,0.9130859375,0.321614583333,
86.664842639,1,1,1,0.91162109375,0.321614583333,
86.676212229,1,1,1,0.9111328125,0.321614583333,
86.692332455,1,1,1,0.91015625,0.321614583333,
86.713091414,1,1,1,0.90869140625,0.321614583333,
86.725184694,1,1,1,0.90771484375,0.320963541667,
86.743774714,1,1,1,0.90673828125,0.3203125,
86.759438714,1,1,1,0.90576171875,0.319010416667,
86.781097816,1,1,1,0.904296875,0.318359375,
86.793871079,1,1,1,0.90380859375,0.317057291667,
86.809810139,1,1,1,0.90283203125,0.315755208333,
86.82914368,1,1,1,0.90185546875,0.314453125,
86.843086714,1,1,1,0.9013671875,0.3125,
86.861637564,1,1,1,0.89990234375,0.311848958333,
86.875450959,1,1,1,0.89892578125,0.310546875,
86.896081662,1,1,1,0.8984375,0.309244791667,
86.910583459,1,1,1,0.89794921875,0.307291666667,
86.926434582,1,1,1,0.89697265625,0.305989583333,
86.945108819,1,1,1,0.896484375,0.305338541667,
86.961215074,1,1,1,0.8955078125,0.304036458333,
86.976402451,1,1,1,0.89501953125,0.302734375,
86.992787644,1,1,1,0.89453125,0.302083333333,
87.014559068,1,1,1,0.8935546875,0.30078125,
87.026060859,1,1,1,0.89306640625,0.299479166667,
87.042794936,1,1,1,0.89208984375,0.298828125,
87.060809896,1,1,1,0.89208984375,0.296875,
87.076755088,1,1,1,0.8916015625,0.296223958333,
87.092826552,1,1,1,0.89111328125,0.294270833333,
87.108631546,1,1,1,0.89013671875,0.293619791667,
87.129963966,1,1,1,0.8896484375,0.292317708333,
87.141648977,1,1,1,0.8896484375,0.290364583333,
87.160288902,1,1,1,0.888671875,0.289713541667,
87.176240433,1,1,1,0.88818359375,0.287109375,
87.198230377,1,1,1,0.8876953125,0.285807291667,
87.210685374,1,1,1,0.88720703125,0.283854166667,
87.223651271,1,1,1,0.88720703125,0.282552083333,
87.247390549,1,1,1,0.88671875,0.28125,
87.261415817,1,1,1,0.88623046875,0.279296875,
87.275489222,1,1,1,0.8857421875,0.27734375,
87.293376459,1,1,1,0.88525390625,0.275390625,
87.314730775,1,1,1,0.88525390625,0.274088541667,
87.326721119,1,1,1,0.88525390625,0.272135416667,
87.340907443,1,1,1,0.88525390625,0.270182291667,
87.362351713,1,1,1,0.88525390625,0.268229166667,
87.375964544,1,1,1,0.88525390625,0.265625,
87.393139629,1,1,1,0.88525390625,0.264322916667,
87.410201416,1,1,1,0.88525390625,0.26171875,
87.431700899,1,1,1,0.88525390625,0.260416666667,
87.442706512,1,1,1,0.88525390625,0.259114583333,
87.460475033,1,1,1,0.88525390625,0.2578125,
87.478483488,1,1,1,0.88525390625,0.255859375,
87.49225752,1,1,1,0.88525390625,0.254557291667,
87.510063502,1,1,1,0.8857421875,0.252604166667,
87.525700675,1,1,1,0.88671875,0.251302083333,
87.547352614,1,1,1,0.88720703125,0.249348958333,
87.56043391,1,1,1,0.8876953125,0.248697916667,
87.576411518,1,1,1,0.888671875,0.24609375,
87.594920059,1,1,1,0.8896484375,0.245442708333,
87.609419766,1,1,1,0.89013671875,0.243489583333,
87.625653321,1,1,1,0.89208984375,0.241536458333,
87.641492699,1,1,1,0.89306640625,0.239583333333,
87.662750881,1,1,1,0.89404296875,0.238932291667,
87.676081537,1,1,1,0.8955078125,0.236979166667,
87.692367375,1,1,1,0.89697265625,0.236328125,
87.711014752,1,1,1,0.89794921875,0.235026041667,
87.726068938,1,1,1,0.8994140625,0.233723958333,
87.743403742,1,1,1,0.9013671875,0.233072916667,
87.758157564,1,1,1,0.90283203125,0.231770833333,
87.779992039,1,1,1,0.90380859375,0.23046875,
87.792631414,1,1,1,0.9052734375,0.229817708333,
87.809706845,1,1,1,0.90673828125,0.228515625,
87.827600299,1,1,1,0.908203125,0.227864583333,
87.843407345,1,1,1,0.9091796875,0.227213541667,
87.859787269,1,1,1,0.91064453125,0.2265625,
87.873755599,1,1,1,0.912109375,0.2265625,
87.896371677,1,1,1,0.9130859375,0.225911458333,
87.909886709,1,1,1,0.9140625,0.225911458333,
87.92619708,1,1,1,0.91552734375,0.224609375,
87.94213284,1,1,1,0.916015625,0.224609375,
87.964124641,1,1,1,0.91748046875,0.223958333333,
87.975516984,1,1,1,0.91796875,0.223958333333,
87.990000756,1,1,1,0.9189453125,0.223958333333,
88.012638034,1,1,1,0.92041015625,0.223958333333,
88.025832825,1,1,1,0.92138671875,0.223307291667,
88.04308592,1,1,1,0.92236328125,0.22265625,
88.059938452,1,1,1,0.92333984375,0.22265625,
88.080630738,1,1,1,0.9248046875,0.22265625,
88.092750088,1,1,1,0.92529296875,0.222005208333,
88.106901368,1,1,1,0.9267578125,0.221354166667,
88.129906481,1,1,1,0.927734375,0.221354166667,
88.142953283,1,1,1,0.9287109375,0.221354166667,
88.159357792,1,1,1,0.93017578125,0.220703125,
88.175514552,1,1,1,0.9306640625,0.220703125,
88.197467596,1,1,1,0.93212890625,0.220703125,
88.208977263,1,1,1,0.9326171875,0.220703125,
88.226526039,1,1,1,0.93359375,0.220703125,
88.245868934,1,1,1,0.9345703125,0.220703125,
88.260908404,1,1,1,0.935546875,0.220703125,
88.279206585,1,1,1,0.93701171875,0.220703125,
88.292050593,1,1,1,0.93798828125,0.220703125,
88.314116258,1,1,1,0.93896484375,0.220703125,
88.325556156,1,1,1,0.93994140625,0.220703125,
88.342490658,1,1,1,0.94140625,0.220703125,
88.36093178,1,1,1,0.9423828125,0.220703125,
88.375344098,1,1,1,0.9443359375,0.220703125,
88.392740718,1,1,1,0.9453125,0.220703125,
88.408431053,1,1,1,0.94677734375,0.220703125,
88.429898753,1,1,1,0.9482421875,0.220703125,
88.44261583,1,1,1,0.94970703125,0.220703125,
88.458937739,1,1,1,0.951171875,0.220703125,
88.477746952,1,1,1,0.953125,0.221354166667,
88.492355103,1,1,1,0.95458984375,0.221354166667,
88.510284712,1,1,1,0.9560546875,0.222005208333,
88.525171198,1,1,1,0.95849609375,0.22265625,
88.545272893,1,1,1,0.9599609375,0.223307291667,
88.560442077,1,1,1,0.9619140625,0.223958333333,
88.576517808,1,1,1,0.9638671875,0.224609375,
88.593237654,1,1,1,0.9658203125,0.225911458333,
88.614756059,1,1,1,0.9677734375,0.2265625,
88.625217428,1,1,1,0.96923828125,0.227213541667,
88.640536189,1,1,1,0.970703125,0.228515625,
88.663505062,1,1,1,0.9716796875,0.229166666667,
88.676565905,1,1,1,0.97265625,0.229817708333,
88.692779909,1,1,1,0.9736328125,0.231119791667,
88.709715813,1,1,1,0.974609375,0.232421875,
88.730891953,1,1,1,0.97509765625,0.233072916667,
88.742042243,1,1,1,0.97607421875,0.233072916667,
88.757492779,1,1,1,0.9765625,0.234375,
88.779278169,1,1,1,0.9775390625,0.236328125,
88.792840546,1,1,1,0.9775390625,0.236979166667,
88.80941229,1,1,1,0.97802734375,0.238932291667,
88.825746273,1,1,1,0.978515625,0.240234375,
88.846513703,1,1,1,0.97900390625,0.242838541667,
88.860575317,1,1,1,0.9794921875,0.245442708333,
88.873785863,1,1,1,0.97998046875,0.249348958333,
88.895109047,1,1,1,0.97998046875,0.251953125,
88.909928923,1,1,1,0.97998046875,0.255208333333,
88.925407283,1,1,1,0.97998046875,0.258463541667,
88.942264973,1,1,1,0.97998046875,0.26171875,
88.963974663,1,1,1,0.97998046875,0.265625,
88.976468688,1,1,1,0.97998046875,0.268229166667,
88.993261077,1,1,1,0.97998046875,0.271484375,
89.010929518,1,1,1,0.97998046875,0.274739583333,
89.02711642,1,1,1,0.97998046875,0.27734375,
89.041944353,1,1,1,0.97998046875,0.279947916667,
89.058950995,1,1,1,0.97998046875,0.283203125,
89.080371964,1,1,1,0.97998046875,0.284505208333,
89.09161236,1,1,1,0.97998046875,0.287109375,
89.110681553,1,1,1,0.97998046875,0.2890625,
89.127504348,1,1,1,0.97998046875,0.290364583333,
89.142102967,1,1,1,0.9794921875,0.293619791667,
89.159741053,1,1,1,0.97900390625,0.294921875,
89.174240526,1,1,1,0.978515625,0.296875,
89.197884367,1,1,1,0.9775390625,0.299479166667,
89.209464693,1,1,1,0.97705078125,0.302083333333,
89.22575061,1,1,1,0.9755859375,0.3046875,
89.244068553,1,1,1,0.974609375,0.307942708333,
89.259136589,1,1,1,0.9736328125,0.309895833333,
89.275817048,1,1,1,0.97265625,0.3125,
89.290348742,1,1,1,0.97119140625,0.315755208333,
89.312680948,1,1,1,0.97021484375,0.318359375,
89.325636263,1,1,1,0.96875,0.320963541667,
89.341356953,1,1,1,0.9677734375,0.323567708333,
89.36103985,1,1,1,0.96630859375,0.325520833333,
89.376622603,1,1,1,0.96484375,0.328125,
89.392394435,1,1,1,0.96337890625,0.330078125,
89.407212673,1,1,1,0.96240234375,0.33203125,
89.429699903,1,1,1,0.9609375,0.333984375,
89.441936837,1,1,1,0.9599609375,0.3359375,
89.459469333,1,1,1,0.95849609375,0.338541666667,
89.476280973,1,1,1,0.95703125,0.340494791667,
89.497195293,1,1,1,0.9560546875,0.342447916667,
89.509380051,1,1,1,0.955078125,0.34375,
89.523936958,1,1,1,0.95361328125,0.345052083333,
89.545717438,1,1,1,0.95263671875,0.346354166667,
89.559020709,1,1,1,0.951171875,0.347005208333,
89.575489083,1,1,1,0.9501953125,0.348307291667,
89.591128466,1,1,1,0.94921875,0.349609375,
89.613849254,1,1,1,0.94775390625,0.350260416667,
89.625608068,1,1,1,0.94677734375,0.3515625,
89.640420501,1,1,1,0.9453125,0.353515625,
89.661540658,1,1,1,0.94384765625,0.354817708333,
89.675738603,1,1,1,0.9423828125,0.356119791667,
89.692138523,1,1,1,0.94091796875,0.356770833333,
89.710154721,1,1,1,0.939453125,0.358072916667,
89.729402388,1,1,1,0.9375,0.359375,
89.742370588,1,1,1,0.93603515625,0.360026041667,
89.759598341,1,1,1,0.9345703125,0.361328125,
89.77778521,1,1,1,0.9326171875,0.361979166667,
89.792080883,1,1,1,0.93115234375,0.36328125,
89.80960514,1,1,1,0.9296875,0.363932291667,
89.823750438,1,1,1,0.927734375,0.364583333333,
89.852874062,1,1,1,0.9267578125,0.365234375,
89.858363478,1,1,1,0.92529296875,0.365885416667,
89.876232258,1,1,1,0.92333984375,0.365885416667,
89.893677438,1,1,1,0.92236328125,0.366536458333,
89.915788722,1,1,1,0.92041015625,0.366536458333,
89.925414761,1,1,1,0.9189453125,0.366536458333,
89.941038789,1,1,1,0.91748046875,0.366536458333,
89.964061318,1,1,1,0.916015625,0.366536458333,
89.976326167,1,1,1,0.91455078125,0.366536458333,
89.992566538,1,1,1,0.91357421875,0.366536458333,
90.009003628,1,1,1,0.912109375,0.366536458333,
90.024560886,1,1,1,0.9111328125,0.366536458333,
90.045300273,1,1,1,0.90966796875,0.366536458333,
90.057239269,1,1,1,0.908203125,0.365885416667,
90.079387128,1,1,1,0.90625,0.365234375,
90.092289571,1,1,1,0.90478515625,0.364583333333,
90.108863948,1,1,1,0.90283203125,0.36328125,
90.126379278,1,1,1,0.900390625,0.361979166667,
90.143188639,1,1,1,0.8974609375,0.360026041667,
90.159682421,1,1,1,0.89453125,0.357421875,
90.173013471,1,1,1,0.8896484375,0.353515625,
90.195545663,1,1,1,0.88525390625,0.350260416667,
