time,target
2014-12-12T12:07:27.662191,100
2014-12-12T12:07:27.876103,100
2014-12-12T12:07:28.079510,100
2014-12-12T12:07:28.286130,100
2014-12-12T12:07:28.489187,100
2014-12-12T12:07:28.693330,100
2014-12-12T12:07:28.896215,100
2014-12-12T12:07:29.102587,100
2014-12-12T12:07:29.317790,100
2014-12-12T12:07:29.534132,100
2014-12-12T12:07:29.743189,100
2014-12-12T12:07:29.958705,100
2014-12-12T12:07:30.165072,100
2014-12-12T12:07:30.368370,100
2014-12-12T12:07:30.574395,100
2014-12-12T12:07:30.798126,100
2014-12-12T12:07:31.008462,100
2014-12-12T12:07:31.224009,100
2014-12-12T12:07:31.427390,100
2014-12-12T12:07:31.639548,100
2014-12-12T12:07:31.852867,100
2014-12-12T12:07:32.062856,100
2014-12-12T12:07:32.274295,100
2014-12-12T12:07:32.481247,100
2014-12-12T12:07:32.698706,100
2014-12-12T12:07:32.917115,100
2014-12-12T12:07:33.135130,100
2014-12-12T12:07:33.347484,100
2014-12-12T12:07:33.554687,100
2014-12-12T12:07:33.768936,100
2014-12-12T12:07:33.973529,100
2014-12-12T12:07:34.180371,100
2014-12-12T12:07:34.393545,100
2014-12-12T12:07:34.600370,100
2014-12-12T12:07:34.801741,100
2014-12-12T12:07:35.017508,100
2014-12-12T12:07:35.232098,100
2014-12-12T12:07:35.439397,100
2014-12-12T12:07:35.655906,100
2014-12-12T12:07:35.864553,100
2014-12-12T12:07:36.078316,100
2014-12-12T12:07:36.294423,100
2014-12-12T12:07:36.511018,100
2014-12-12T12:07:36.716049,100
2014-12-12T12:07:36.932044,100
2014-12-12T12:07:37.135911,100
2014-12-12T12:07:37.347417,100
2014-12-12T12:07:37.564699,100
2014-12-12T12:07:37.773470,100
2014-12-12T12:07:37.989566,100
2014-12-12T12:07:38.202015,100
2014-12-12T12:07:38.419050,100
2014-12-12T12:07:38.619365,100
2014-12-12T12:07:38.831590,8
2014-12-12T12:07:39.051331,8
2014-12-12T12:07:39.262024,8
2014-12-12T12:07:39.462285,8
2014-12-12T12:07:39.695067,8
2014-12-12T12:07:39.898169,8
2014-12-12T12:07:40.098860,8
2014-12-12T12:07:40.319033,8
2014-12-12T12:07:40.535139,8
2014-12-12T12:07:40.739212,8
2014-12-12T12:07:40.951672,8
2014-12-12T12:07:41.157976,8
2014-12-12T12:07:41.362388,8
2014-12-12T12:07:41.568453,8
2014-12-12T12:07:41.785135,8
2014-12-12T12:07:41.989676,8
2014-12-12T12:07:42.228410,8
2014-12-12T12:07:42.404332,8
2014-12-12T12:07:42.605831,8
2014-12-12T12:07:42.807748,8
2014-12-12T12:07:43.010901,8
2014-12-12T12:07:43.217489,8
2014-12-12T12:07:43.433534,8
2014-12-12T12:07:43.638870,8
2014-12-12T12:07:43.843821,8
2014-12-12T12:07:44.047004,8
2014-12-12T12:07:44.258732,8
2014-12-12T12:07:44.468520,8
2014-12-12T12:07:44.689186,8
2014-12-12T12:07:44.895428,8
2014-12-12T12:07:45.097046,8
2014-12-12T12:07:45.306080,8
2014-12-12T12:07:45.516130,8
2014-12-12T12:07:45.725514,8
2014-12-12T12:07:45.942306,8
2014-12-12T12:07:46.146161,8
2014-12-12T12:07:46.350969,8
2014-12-12T12:07:46.564856,8
2014-12-12T12:07:46.766936,8
2014-12-12T12:07:46.980655,8
2014-12-12T12:07:47.185549,8
2014-12-12T12:07:47.391769,8
2014-12-12T12:07:47.621583,8
2014-12-12T12:07:47.800163,8
2014-12-12T12:07:48.013058,8
2014-12-12T12:07:48.225784,8
2014-12-12T12:07:48.438996,8
2014-12-12T12:07:48.641231,8
2014-12-12T12:07:48.848749,8
2014-12-12T12:07:49.059864,8
2014-12-12T12:07:49.265715,8
2014-12-12T12:07:49.478059,8
2014-12-12T12:07:49.708627,8
2014-12-12T12:07:49.911492,8
2014-12-12T12:07:50.123155,8
2014-12-12T12:07:50.327955,8
2014-12-12T12:07:50.532088,8
2014-12-12T12:07:50.739908,8
2014-12-12T12:07:50.953692,8
2014-12-12T12:07:51.160401,8
2014-12-12T12:07:51.367123,8
2014-12-12T12:07:51.579934,8
2014-12-12T12:07:51.783774,8
2014-12-12T12:07:51.988455,8
2014-12-12T12:07:52.216787,8
2014-12-12T12:07:52.419671,8
2014-12-12T12:07:52.622670,8
2014-12-12T12:07:52.839261,8
2014-12-12T12:07:53.058457,8
2014-12-12T12:07:53.264884,8
2014-12-12T12:07:53.469589,8
2014-12-12T12:07:53.724832,8
2014-12-12T12:07:53.935549,8
2014-12-12T12:07:54.145796,8
2014-12-12T12:07:54.345650,8
2014-12-12T12:07:54.558965,8
2014-12-12T12:07:54.761526,8
2014-12-12T12:07:54.975404,8
2014-12-12T12:07:55.215529,8
2014-12-12T12:07:55.386036,8
2014-12-12T12:07:55.594161,8
2014-12-12T12:07:55.804013,8
2014-12-12T12:07:56.004779,8
2014-12-12T12:07:56.211011,8
2014-12-12T12:07:56.422358,8
2014-12-12T12:07:56.630479,8
2014-12-12T12:07:56.843029,8
2014-12-12T12:07:57.054108,8
2014-12-12T12:07:57.261606,8
2014-12-12T12:07:57.467665,8
2014-12-12T12:07:57.669380,8
2014-12-12T12:07:57.878534,8
2014-12-12T12:07:58.092608,8
2014-12-12T12:07:58.300631,8
2014-12-12T12:07:58.504975,8
2014-12-12T12:07:58.713249,8
2014-12-12T12:07:58.924998,8
2014-12-12T12:07:59.139560,8
2014-12-12T12:07:59.340533,8
2014-12-12T12:07:59.570105,8
2014-12-12T12:07:59.748369,8
2014-12-12T12:07:59.964283,8
2014-12-12T12:08:00.176793,8
2014-12-12T12:08:00.394278,8
2014-12-12T12:08:00.642236,8
2014-12-12T12:08:00.824611,8
2014-12-12T12:08:01.025840,8
2014-12-12T12:08:01.228294,8
2014-12-12T12:08:01.430692,8
2014-12-12T12:08:01.642396,8
2014-12-12T12:08:01.854011,8
2014-12-12T12:08:02.064793,8
2014-12-12T12:08:02.276171,8
2014-12-12T12:08:02.491608,8
2014-12-12T12:08:02.716213,8
2014-12-12T12:08:02.925670,8
2014-12-12T12:08:03.137063,8
2014-12-12T12:08:03.339671,8
2014-12-12T12:08:03.551169,8
2014-12-12T12:08:03.756680,8
2014-12-12T12:08:03.977030,8
2014-12-12T12:08:04.213828,8
2014-12-12T12:08:04.431656,8
2014-12-12T12:08:04.640513,8
2014-12-12T12:08:04.855463,8
2014-12-12T12:08:05.061564,8
2014-12-12T12:08:05.273157,8
2014-12-12T12:08:05.477611,8
2014-12-12T12:08:05.704584,8
2014-12-12T12:08:05.922062,8
2014-12-12T12:08:06.146311,8
2014-12-12T12:08:06.348211,8
2014-12-12T12:08:06.559715,8
2014-12-12T12:08:06.762343,8
2014-12-12T12:08:06.963630,8
2014-12-12T12:08:07.183984,8
2014-12-12T12:08:07.391529,8
2014-12-12T12:08:07.597081,8
2014-12-12T12:08:07.813820,8
2014-12-12T12:08:08.030233,8
2014-12-12T12:08:08.258902,8
2014-12-12T12:08:08.448727,8
2014-12-12T12:08:08.664487,8
2014-12-12T12:08:08.866562,8
2014-12-12T12:08:09.078683,8
2014-12-12T12:08:09.347537,8
2014-12-12T12:08:09.502073,8
2014-12-12T12:08:09.708680,8
2014-12-12T12:08:09.919032,8
2014-12-12T12:08:10.132781,8
2014-12-12T12:08:10.348321,8
2014-12-12T12:08:10.567265,8
2014-12-12T12:08:10.769614,8
2014-12-12T12:08:10.973878,8
2014-12-12T12:08:11.191645,8
2014-12-12T12:08:11.407721,8
2014-12-12T12:08:11.619717,8
2014-12-12T12:08:11.832049,8
2014-12-12T12:08:12.038108,8
2014-12-12T12:08:12.255638,8
2014-12-12T12:08:12.469057,8
2014-12-12T12:08:12.707261,8
2014-12-12T12:08:12.912945,8
2014-12-12T12:08:13.117844,8
2014-12-12T12:08:13.319941,8
2014-12-12T12:08:13.529050,8
2014-12-12T12:08:13.740450,8
2014-12-12T12:08:13.958468,8
2014-12-12T12:08:14.163426,8
2014-12-12T12:08:14.381733,8
2014-12-12T12:08:14.583906,8
2014-12-12T12:08:14.802699,8
2014-12-12T12:08:15.013124,8
2014-12-12T12:08:15.218376,8
2014-12-12T12:08:15.431686,8
2014-12-12T12:08:15.645975,8
2014-12-12T12:08:15.882733,8
2014-12-12T12:08:16.065960,8
2014-12-12T12:08:16.271760,8
2014-12-12T12:08:16.472397,8
2014-12-12T12:08:16.678671,8
2014-12-12T12:08:16.880394,8
2014-12-12T12:08:17.092351,8
2014-12-12T12:08:17.297359,8
2014-12-12T12:08:17.515762,8
2014-12-12T12:08:17.726294,8
2014-12-12T12:08:17.932509,8
2014-12-12T12:08:18.134315,8
2014-12-12T12:08:18.352265,8
2014-12-12T12:08:18.567128,8
2014-12-12T12:08:18.787869,8
2014-12-12T12:08:19.006969,8
2014-12-12T12:08:19.226182,8
2014-12-12T12:08:19.430003,8
2014-12-12T12:08:19.645852,8
2014-12-12T12:08:19.852611,8
2014-12-12T12:08:20.056488,8
2014-12-12T12:08:20.315566,8
2014-12-12T12:08:20.485571,8
2014-12-12T12:08:20.694910,8
2014-12-12T12:08:20.903600,8
2014-12-12T12:08:21.108649,8
2014-12-12T12:08:21.312888,8
2014-12-12T12:08:21.523530,8
2014-12-12T12:08:21.733447,8
2014-12-12T12:08:21.937067,8
2014-12-12T12:08:22.143086,8
2014-12-12T12:08:22.359749,8
2014-12-12T12:08:22.578894,8
2014-12-12T12:08:22.791718,8
2014-12-12T12:08:22.999457,8
2014-12-12T12:08:23.217468,8
2014-12-12T12:08:23.426985,8
2014-12-12T12:08:23.630431,8
2014-12-12T12:08:23.846683,8
2014-12-12T12:08:24.058748,8
2014-12-12T12:08:24.267319,8
2014-12-12T12:08:24.478470,8
2014-12-12T12:08:24.710242,8
2014-12-12T12:08:24.899603,8
2014-12-12T12:08:25.117529,8
2014-12-12T12:08:25.324442,8
2014-12-12T12:08:25.527243,8
2014-12-12T12:08:25.760507,8
2014-12-12T12:08:25.946555,8
2014-12-12T12:08:26.153253,8
2014-12-12T12:08:26.356904,8
2014-12-12T12:08:26.561910,8
2014-12-12T12:08:26.769018,8
2014-12-12T12:08:26.981847,8
2014-12-12T12:08:27.185047,8
2014-12-12T12:08:27.398967,8
2014-12-12T12:08:27.607451,8
2014-12-12T12:08:27.827676,8
2014-12-12T12:08:28.039648,8
2014-12-12T12:08:28.252680,8
2014-12-12T12:08:28.453550,8
2014-12-12T12:08:28.655497,8
2014-12-12T12:08:28.857930,8
2014-12-12T12:08:29.118138,8
2014-12-12T12:08:29.274677,8
2014-12-12T12:08:29.489598,8
2014-12-12T12:08:29.691560,8
2014-12-12T12:08:29.916152,8
2014-12-12T12:08:30.124523,8
2014-12-12T12:08:30.340650,8
2014-12-12T12:08:30.546932,8
2014-12-12T12:08:30.748289,8
2014-12-12T12:08:30.962815,8
2014-12-12T12:08:31.164615,8
2014-12-12T12:08:31.371699,8
2014-12-12T12:08:31.577121,8
2014-12-12T12:08:31.787195,8
2014-12-12T12:08:31.997285,8
2014-12-12T12:08:32.214725,8
2014-12-12T12:08:32.421844,8
2014-12-12T12:08:32.630965,8
2014-12-12T12:08:32.846958,8
2014-12-12T12:08:33.061930,8
2014-12-12T12:08:33.271578,8
2014-12-12T12:08:33.492600,8
2014-12-12T12:08:33.706016,8
2014-12-12T12:08:33.923008,8
2014-12-12T12:08:34.130169,8
2014-12-12T12:08:34.337113,8
2014-12-12T12:08:34.581672,8
2014-12-12T12:08:34.742656,8
2014-12-12T12:08:34.963547,8
2014-12-12T12:08:35.196230,8
2014-12-12T12:08:35.406956,8
2014-12-12T12:08:35.641159,8
2014-12-12T12:08:35.832685,8
2014-12-12T12:08:36.047341,8
2014-12-12T12:08:36.257566,8
2014-12-12T12:08:36.469687,8
2014-12-12T12:08:36.695175,8
2014-12-12T12:08:36.907835,8
2014-12-12T12:08:37.120593,8
2014-12-12T12:08:37.334638,8
2014-12-12T12:08:37.546665,8
2014-12-12T12:08:37.754133,8
2014-12-12T12:08:37.964374,8
2014-12-12T12:08:38.185164,8
2014-12-12T12:08:38.390031,8
2014-12-12T12:08:38.609092,8
2014-12-12T12:08:38.813783,8
2014-12-12T12:08:39.041138,100
2014-12-12T12:08:39.254033,100
2014-12-12T12:08:39.456224,100
2014-12-12T12:08:39.658042,100
2014-12-12T12:08:39.872493,100
2014-12-12T12:08:40.078315,100
2014-12-12T12:08:40.293768,100
2014-12-12T12:08:40.505723,100
2014-12-12T12:08:40.721238,100
2014-12-12T12:08:40.933989,100
2014-12-12T12:08:41.152443,100
2014-12-12T12:08:41.354552,100
2014-12-12T12:08:41.573774,100
2014-12-12T12:08:41.779741,100
2014-12-12T12:08:41.989206,100
2014-12-12T12:08:42.230018,100
