time,device_id,x_pos,y_pos,velocity
2014-12-12T12:06:19.528851,B7116C0A-A6AE-48E3-AA63-81CFDD936EFA,521.0,390.5,0.0
2014-12-12T12:06:19.853018,B7116C0A-A6AE-48E3-AA63-81CFDD936EFA,897.5,632.0,0.0
2014-12-12T12:06:23.592110,B7116C0A-A6AE-48E3-AA63-81CFDD936EFA,538.5,574.5,0.0
2014-12-12T12:06:23.594457,B7116C0A-A6AE-48E3-AA63-81CFDD936EFA,539.5,571.0,3.640054941177368
2014-12-12T12:06:23.606158,B7116C0A-A6AE-48E3-AA63-81CFDD936EFA,539.5,567.0,4.0
2014-12-12T12:06:23.621509,B7116C0A-A6AE-48E3-AA63-81CFDD936EFA,539.5,565.5,1.5
2014-12-12T12:06:23.642671,B7116C0A-A6AE-48E3-AA63-81CFDD936EFA,539.5,563.5,2.0
2014-12-12T12:06:28.281696,B7116C0A-A6AE-48E3-AA63-81CFDD936EFA,972.0,48.5,0.0
2014-12-12T12:06:28.283275,B7116C0A-A6AE-48E3-AA63-81CFDD936EFA,973.0,46.0,2.692582368850708
2014-12-12T12:06:29.618659,B7116C0A-A6AE-48E3-AA63-81CFDD936EFA,105.5,272.5,0.0
2014-12-12T12:06:32.358569,B7116C0A-A6AE-48E3-AA63-81CFDD936EFA,209.0,313.5,0.0
2014-12-12T12:06:36.674858,B7116C0A-A6AE-48E3-AA63-81CFDD936EFA,536.0,398.5,0.0
2014-12-12T12:06:41.159852,B7116C0A-A6AE-48E3-AA63-81CFDD936EFA,1005.5,739.5,0.0
2014-12-12T12:06:41.227646,B7116C0A-A6AE-48E3-AA63-81CFDD936EFA,747.5,623.0,0.0
2014-12-12T12:06:41.228419,B7116C0A-A6AE-48E3-AA63-81CFDD936EFA,1002.5,739.0,3.041381359100342
2014-12-12T12:06:44.056616,B7116C0A-A6AE-48E3-AA63-81CFDD936EFA,137.5,128.0,0.0
2014-12-12T12:06:46.902967,B7116C0A-A6AE-48E3-AA63-81CFDD936EFA,814.0,363.0,0.0
2014-12-12T12:06:47.694064,B7116C0A-A6AE-48E3-AA63-81CFDD936EFA,991.5,62.0,0.0
2014-12-12T12:06:48.685464,B7116C0A-A6AE-48E3-AA63-81CFDD936EFA,709.5,349.5,0.0
2014-12-12T12:06:53.436498,B7116C0A-A6AE-48E3-AA63-81CFDD936EFA,503.5,418.0,0.0
2014-12-12T12:06:56.932363,B7116C0A-A6AE-48E3-AA63-81CFDD936EFA,699.0,397.5,0.0
2014-12-12T12:06:56.933150,B7116C0A-A6AE-48E3-AA63-81CFDD936EFA,972.0,24.0,0.0
2014-12-12T12:06:56.933665,B7116C0A-A6AE-48E3-AA63-81CFDD936EFA,852.0,90.5,0.0
2014-12-12T12:06:56.934114,B7116C0A-A6AE-48E3-AA63-81CFDD936EFA,699.5,395.5,2.0615527629852295
2014-12-12T12:06:56.934556,B7116C0A-A6AE-48E3-AA63-81CFDD936EFA,971.0,24.0,1.0
2014-12-12T12:06:56.935020,B7116C0A-A6AE-48E3-AA63-81CFDD936EFA,853.0,89.5,1.4142135381698608
